id,referencia,marca,capacidad,ciudad,responsable
3598,ACH43,Sony,903,Sabaneta,Dante Builes
1900,ACH43,Sony,1805,Barbosa,Camila Builes
3720,ACH01,Kalley,558,Sabaneta,Camila Builes
9389,ACH43,Haceb,612,Envigado,Laura Toro
6717,ACH01,Haceb,1836,Sabaneta,Gandalf Toro
40,ACH43,Sony,1148,Itagui,Laura Toro
9043,ACH22,Sony,1460,Medellín,Yiyo Builes
4987,ACH22,Sony,1246,Medellín,Yiyo Builes
4148,ACH22,Sony,1717,Itagui,Gandalf Toro
5869,ACH01,Kalley,344,Medellín,Laura Toro
9724,ACH22,Haceb,227,Envigado,Dante Builes
7338,ACH22,Haceb,1962,Medellín,Dante Builes
3915,ACH43,Kalley,117,Envigado,Dante Builes
7406,ACH43,Kalley,1586,Itagui,Laura Toro
5473,ACH22,Kalley,958,Barbosa,Dante Builes
7134,ACH43,Haceb,503,Sabaneta,Yiyo Builes
3546,ACH22,Haceb,1248,Medellín,Gandalf Toro
8374,ACH01,Kalley,1474,Sabaneta,Yiyo Builes
7225,ACH01,Kalley,1108,Medellín,Yiyo Builes
5796,ACH01,Haceb,743,Barbosa,Laura Toro
3773,ACH22,Haceb,1967,Barbosa,Dante Builes
1849,ACH43,Sony,753,Medellín,Laura Toro
6633,ACH01,Haceb,599,Envigado,Laura Toro
668,ACH43,Kalley,1156,Envigado,Dante Builes
9635,ACH01,Kalley,689,Barbosa,Gandalf Toro
7367,ACH01,Sony,226,Medellín,Dante Builes
2050,ACH01,Kalley,1235,Envigado,Laura Toro
4953,ACH22,Haceb,881,Sabaneta,Dante Builes
7856,ACH01,Sony,1518,Envigado,Dante Builes
2967,ACH22,Sony,1594,Sabaneta,Gandalf Toro
9626,ACH43,Kalley,1824,Sabaneta,Gandalf Toro
1802,ACH43,Sony,897,Barbosa,Yiyo Builes
288,ACH22,Sony,1279,Itagui,Laura Toro
8373,ACH22,Kalley,435,Medellín,Dante Builes
379,ACH43,Kalley,609,Itagui,Yiyo Builes
1534,ACH22,Sony,361,Itagui,Dante Builes
4448,ACH01,Kalley,1199,Itagui,Yiyo Builes
8323,ACH01,Kalley,601,Medellín,Dante Builes
3240,ACH01,Haceb,484,Sabaneta,Dante Builes
7391,ACH43,Haceb,424,Barbosa,Yiyo Builes
9443,ACH43,Sony,1660,Barbosa,Camila Builes
392,ACH22,Kalley,1064,Medellín,Laura Toro
3023,ACH43,Sony,1188,Envigado,Dante Builes
326,ACH22,Haceb,349,Medellín,Laura Toro
8677,ACH43,Sony,714,Medellín,Dante Builes
2935,ACH43,Haceb,1254,Envigado,Yiyo Builes
7070,ACH01,Sony,1978,Envigado,Laura Toro
315,ACH43,Haceb,1201,Medellín,Laura Toro
3559,ACH22,Sony,1783,Barbosa,Yiyo Builes
2725,ACH43,Sony,1319,Envigado,Yiyo Builes
4550,ACH43,Haceb,423,Envigado,Camila Builes
4391,ACH01,Kalley,1714,Sabaneta,Camila Builes
2684,ACH01,Kalley,673,Sabaneta,Gandalf Toro
1620,ACH43,Kalley,371,Barbosa,Laura Toro
2732,ACH22,Sony,916,Medellín,Laura Toro
9321,ACH22,Kalley,1325,Barbosa,Yiyo Builes
604,ACH43,Sony,460,Envigado,Dante Builes
8748,ACH01,Haceb,1657,Sabaneta,Camila Builes
8156,ACH43,Haceb,632,Itagui,Camila Builes
5112,ACH01,Sony,420,Barbosa,Dante Builes
2881,ACH01,Haceb,1895,Itagui,Laura Toro
3637,ACH22,Kalley,1796,Barbosa,Dante Builes
6913,ACH01,Haceb,1358,Envigado,Yiyo Builes
4373,ACH43,Haceb,1281,Sabaneta,Laura Toro
9146,ACH43,Sony,1018,Envigado,Camila Builes
317,ACH01,Sony,363,Envigado,Yiyo Builes
2475,ACH43,Haceb,1972,Envigado,Yiyo Builes
1940,ACH22,Kalley,924,Envigado,Gandalf Toro
2471,ACH43,Haceb,1091,Barbosa,Camila Builes
6318,ACH01,Haceb,1389,Medellín,Laura Toro
1225,ACH01,Sony,1625,Sabaneta,Dante Builes
7972,ACH43,Kalley,1828,Envigado,Camila Builes
1894,ACH01,Haceb,330,Itagui,Gandalf Toro
5,ACH01,Sony,565,Itagui,Camila Builes
5159,ACH22,Sony,1192,Itagui,Gandalf Toro
5391,ACH43,Kalley,985,Barbosa,Yiyo Builes
5017,ACH22,Kalley,686,Medellín,Gandalf Toro
815,ACH01,Sony,1031,Medellín,Yiyo Builes
5372,ACH01,Haceb,1408,Envigado,Yiyo Builes
761,ACH01,Kalley,1073,Medellín,Yiyo Builes
9716,ACH43,Kalley,1919,Medellín,Camila Builes
6552,ACH01,Haceb,1382,Itagui,Yiyo Builes
6624,ACH01,Haceb,1093,Sabaneta,Laura Toro
2770,ACH22,Haceb,1118,Envigado,Yiyo Builes
2520,ACH01,Haceb,680,Envigado,Camila Builes
255,ACH43,Haceb,1183,Sabaneta,Laura Toro
5846,ACH43,Haceb,966,Itagui,Laura Toro
5415,ACH22,Haceb,1942,Medellín,Yiyo Builes
3940,ACH01,Haceb,1808,Barbosa,Dante Builes
2784,ACH22,Kalley,1027,Itagui,Yiyo Builes
7322,ACH01,Kalley,747,Medellín,Dante Builes
8954,ACH01,Haceb,810,Envigado,Laura Toro
7109,ACH43,Haceb,176,Barbosa,Gandalf Toro
8967,ACH43,Kalley,193,Envigado,Camila Builes
6839,ACH01,Kalley,692,Barbosa,Yiyo Builes
8404,ACH01,Haceb,1675,Barbosa,Laura Toro
4006,ACH43,Kalley,1202,Barbosa,Dante Builes
1637,ACH22,Sony,575,Medellín,Dante Builes
7751,ACH22,Haceb,1897,Itagui,Dante Builes
3597,ACH43,Haceb,1235,Itagui,Yiyo Builes
8837,ACH43,Sony,1101,Barbosa,Gandalf Toro
3444,ACH22,Haceb,1274,Medellín,Camila Builes
1414,ACH43,Haceb,1604,Barbosa,Camila Builes
9555,ACH01,Haceb,936,Itagui,Yiyo Builes
7449,ACH43,Haceb,524,Sabaneta,Camila Builes
5780,ACH43,Haceb,1597,Medellín,Gandalf Toro
1594,ACH43,Haceb,683,Medellín,Yiyo Builes
9904,ACH43,Haceb,1516,Itagui,Gandalf Toro
5217,ACH22,Haceb,497,Itagui,Laura Toro
7158,ACH43,Haceb,1699,Itagui,Laura Toro
4696,ACH43,Haceb,1650,Itagui,Camila Builes
6376,ACH43,Kalley,1652,Medellín,Camila Builes
4802,ACH22,Sony,788,Sabaneta,Yiyo Builes
6231,ACH22,Sony,946,Barbosa,Dante Builes
8934,ACH43,Haceb,1886,Medellín,Gandalf Toro
3425,ACH43,Sony,218,Barbosa,Gandalf Toro
6964,ACH22,Kalley,981,Sabaneta,Camila Builes
7961,ACH22,Kalley,332,Sabaneta,Gandalf Toro
8780,ACH01,Haceb,1970,Sabaneta,Yiyo Builes
8472,ACH22,Sony,966,Itagui,Gandalf Toro
2845,ACH22,Kalley,1599,Envigado,Camila Builes
5851,ACH01,Haceb,1035,Barbosa,Yiyo Builes
654,ACH01,Sony,545,Barbosa,Camila Builes
8403,ACH01,Sony,1356,Barbosa,Yiyo Builes
702,ACH22,Sony,1374,Barbosa,Dante Builes
8725,ACH22,Haceb,786,Medellín,Camila Builes
3564,ACH22,Sony,847,Itagui,Laura Toro
7501,ACH22,Haceb,1617,Sabaneta,Gandalf Toro
4632,ACH01,Kalley,537,Medellín,Gandalf Toro
9083,ACH43,Sony,869,Barbosa,Yiyo Builes
5222,ACH43,Kalley,1293,Envigado,Laura Toro
4926,ACH01,Haceb,440,Envigado,Gandalf Toro
9952,ACH01,Haceb,519,Sabaneta,Laura Toro
9920,ACH22,Haceb,393,Sabaneta,Camila Builes
1777,ACH43,Sony,1994,Barbosa,Dante Builes
3986,ACH01,Kalley,1596,Medellín,Gandalf Toro
4385,ACH43,Kalley,1265,Itagui,Camila Builes
4196,ACH43,Haceb,1892,Medellín,Yiyo Builes
5703,ACH43,Haceb,197,Barbosa,Dante Builes
9713,ACH01,Haceb,1856,Medellín,Dante Builes
4265,ACH22,Haceb,1025,Sabaneta,Gandalf Toro
4798,ACH43,Kalley,1335,Itagui,Dante Builes
5863,ACH43,Kalley,1497,Medellín,Yiyo Builes
5050,ACH01,Sony,852,Itagui,Camila Builes
2429,ACH01,Sony,1289,Envigado,Dante Builes
6691,ACH43,Kalley,211,Envigado,Gandalf Toro
5626,ACH22,Haceb,1887,Medellín,Gandalf Toro
1137,ACH01,Kalley,356,Medellín,Laura Toro
7759,ACH01,Kalley,1417,Medellín,Laura Toro
6606,ACH43,Sony,1679,Barbosa,Gandalf Toro
7017,ACH22,Kalley,1971,Medellín,Gandalf Toro
2092,ACH01,Kalley,181,Itagui,Laura Toro
8563,ACH22,Haceb,374,Barbosa,Gandalf Toro
1126,ACH22,Haceb,1102,Envigado,Dante Builes
140,ACH01,Kalley,345,Itagui,Gandalf Toro
3324,ACH22,Kalley,1253,Sabaneta,Dante Builes
740,ACH22,Kalley,608,Medellín,Yiyo Builes
6925,ACH01,Kalley,806,Barbosa,Yiyo Builes
5741,ACH43,Haceb,804,Envigado,Camila Builes
8308,ACH43,Haceb,509,Itagui,Yiyo Builes
8587,ACH01,Kalley,499,Itagui,Dante Builes
3772,ACH43,Sony,493,Barbosa,Yiyo Builes
6962,ACH01,Kalley,1106,Barbosa,Laura Toro
7544,ACH22,Kalley,1972,Barbosa,Dante Builes
2198,ACH01,Kalley,1971,Sabaneta,Gandalf Toro
6847,ACH43,Haceb,1319,Envigado,Dante Builes
6066,ACH01,Kalley,1425,Barbosa,Camila Builes
8882,ACH01,Haceb,1312,Envigado,Yiyo Builes
9940,ACH01,Haceb,557,Itagui,Gandalf Toro
3787,ACH43,Haceb,1100,Barbosa,Dante Builes
5551,ACH43,Sony,1631,Sabaneta,Dante Builes
8308,ACH43,Sony,1170,Itagui,Camila Builes
3186,ACH43,Sony,563,Barbosa,Dante Builes
9608,ACH22,Haceb,1587,Envigado,Yiyo Builes
5359,ACH22,Sony,511,Barbosa,Dante Builes
5586,ACH43,Haceb,1111,Medellín,Laura Toro
479,ACH01,Kalley,387,Envigado,Dante Builes
4387,ACH43,Kalley,1533,Itagui,Yiyo Builes
5419,ACH22,Kalley,356,Sabaneta,Camila Builes
3164,ACH43,Sony,316,Barbosa,Dante Builes
3676,ACH01,Kalley,1663,Sabaneta,Dante Builes
1520,ACH43,Haceb,734,Sabaneta,Dante Builes
123,ACH01,Sony,1093,Sabaneta,Laura Toro
78,ACH01,Haceb,620,Itagui,Gandalf Toro
8430,ACH43,Kalley,1227,Medellín,Laura Toro
869,ACH43,Haceb,1479,Sabaneta,Dante Builes
9089,ACH22,Sony,824,Sabaneta,Dante Builes
1195,ACH01,Sony,226,Sabaneta,Camila Builes
2836,ACH01,Sony,987,Sabaneta,Camila Builes
2070,ACH01,Haceb,1801,Sabaneta,Camila Builes
1450,ACH43,Kalley,388,Sabaneta,Yiyo Builes
5135,ACH43,Kalley,1055,Sabaneta,Yiyo Builes
2711,ACH22,Haceb,665,Medellín,Dante Builes
2379,ACH22,Haceb,822,Sabaneta,Dante Builes
1924,ACH22,Haceb,1102,Envigado,Gandalf Toro
7655,ACH01,Haceb,1817,Envigado,Laura Toro
2822,ACH01,Haceb,437,Barbosa,Yiyo Builes
3960,ACH43,Kalley,718,Envigado,Camila Builes
7004,ACH22,Kalley,1942,Barbosa,Camila Builes
1889,ACH01,Haceb,1049,Itagui,Gandalf Toro
5395,ACH01,Sony,1632,Itagui,Gandalf Toro
9000,ACH43,Sony,1080,Medellín,Laura Toro
9212,ACH22,Sony,1043,Medellín,Dante Builes
7035,ACH22,Kalley,1998,Barbosa,Dante Builes
8882,ACH22,Haceb,313,Barbosa,Camila Builes
5094,ACH01,Kalley,189,Barbosa,Camila Builes
9759,ACH01,Sony,1264,Medellín,Laura Toro
2405,ACH01,Haceb,1115,Itagui,Laura Toro
2643,ACH01,Sony,673,Envigado,Laura Toro
4164,ACH01,Kalley,1937,Itagui,Laura Toro
7118,ACH43,Sony,213,Itagui,Dante Builes
4959,ACH43,Kalley,1267,Itagui,Yiyo Builes
8862,ACH22,Sony,503,Medellín,Yiyo Builes
9177,ACH22,Kalley,755,Medellín,Camila Builes
3202,ACH01,Kalley,395,Sabaneta,Dante Builes
1758,ACH22,Sony,1950,Barbosa,Dante Builes
3229,ACH01,Sony,604,Sabaneta,Camila Builes
4694,ACH22,Sony,1425,Medellín,Gandalf Toro
3938,ACH01,Kalley,1912,Barbosa,Yiyo Builes
7185,ACH01,Haceb,788,Medellín,Dante Builes
2393,ACH22,Kalley,669,Medellín,Laura Toro
6935,ACH43,Kalley,1103,Itagui,Laura Toro
8966,ACH22,Sony,263,Envigado,Yiyo Builes
3802,ACH01,Kalley,165,Medellín,Yiyo Builes
3461,ACH01,Sony,1275,Medellín,Camila Builes
6389,ACH43,Kalley,653,Medellín,Camila Builes
258,ACH43,Haceb,1965,Barbosa,Dante Builes
5688,ACH22,Haceb,594,Barbosa,Laura Toro
8683,ACH43,Kalley,123,Medellín,Gandalf Toro
5764,ACH01,Sony,1285,Medellín,Dante Builes
6920,ACH22,Haceb,606,Medellín,Gandalf Toro
8223,ACH01,Sony,454,Barbosa,Dante Builes
8998,ACH01,Sony,1539,Envigado,Laura Toro
9013,ACH22,Kalley,317,Envigado,Camila Builes
4684,ACH01,Haceb,438,Medellín,Yiyo Builes
728,ACH43,Haceb,165,Itagui,Laura Toro
6788,ACH01,Kalley,1086,Itagui,Dante Builes
5473,ACH01,Kalley,1560,Itagui,Camila Builes
9404,ACH01,Haceb,1512,Sabaneta,Dante Builes
7449,ACH01,Sony,689,Barbosa,Gandalf Toro
8691,ACH22,Kalley,1851,Itagui,Laura Toro
1449,ACH43,Sony,1483,Envigado,Camila Builes
6107,ACH22,Kalley,1229,Envigado,Gandalf Toro
102,ACH22,Kalley,341,Barbosa,Yiyo Builes
272,ACH43,Haceb,691,Medellín,Gandalf Toro
4125,ACH22,Sony,377,Envigado,Laura Toro
4226,ACH43,Sony,1477,Sabaneta,Gandalf Toro
4156,ACH22,Haceb,1122,Barbosa,Gandalf Toro
7806,ACH22,Kalley,1712,Barbosa,Gandalf Toro
5167,ACH22,Sony,1143,Barbosa,Yiyo Builes
5865,ACH43,Sony,1344,Medellín,Yiyo Builes
4991,ACH43,Haceb,262,Barbosa,Yiyo Builes
7083,ACH43,Haceb,1656,Medellín,Dante Builes
2372,ACH01,Kalley,747,Sabaneta,Gandalf Toro
4769,ACH01,Sony,1000,Barbosa,Laura Toro
5099,ACH43,Sony,1398,Envigado,Dante Builes
9675,ACH43,Sony,641,Barbosa,Laura Toro
227,ACH43,Kalley,1933,Barbosa,Dante Builes
2157,ACH43,Haceb,1138,Sabaneta,Camila Builes
586,ACH01,Haceb,617,Sabaneta,Yiyo Builes
8589,ACH43,Haceb,400,Envigado,Laura Toro
5616,ACH22,Sony,1954,Barbosa,Dante Builes
3827,ACH43,Sony,774,Itagui,Camila Builes
8506,ACH43,Sony,187,Envigado,Laura Toro
3214,ACH01,Kalley,1446,Sabaneta,Yiyo Builes
8939,ACH01,Sony,1380,Sabaneta,Dante Builes
6011,ACH43,Kalley,381,Sabaneta,Dante Builes
4254,ACH22,Sony,597,Envigado,Camila Builes
3678,ACH01,Kalley,678,Barbosa,Laura Toro
8720,ACH43,Haceb,840,Itagui,Gandalf Toro
6621,ACH22,Sony,130,Medellín,Camila Builes
7612,ACH43,Kalley,975,Envigado,Yiyo Builes
509,ACH22,Haceb,810,Medellín,Laura Toro
174,ACH01,Haceb,1649,Barbosa,Camila Builes
4609,ACH01,Kalley,652,Medellín,Camila Builes
6964,ACH01,Sony,1555,Itagui,Dante Builes
6613,ACH01,Kalley,1760,Sabaneta,Laura Toro
5984,ACH01,Kalley,1855,Barbosa,Dante Builes
9352,ACH22,Sony,367,Itagui,Gandalf Toro
5039,ACH43,Kalley,744,Sabaneta,Dante Builes
9640,ACH22,Haceb,1512,Envigado,Camila Builes
2855,ACH22,Haceb,1517,Envigado,Laura Toro
4655,ACH43,Sony,335,Envigado,Yiyo Builes
3083,ACH01,Haceb,813,Medellín,Yiyo Builes
6498,ACH43,Kalley,610,Medellín,Gandalf Toro
6770,ACH22,Kalley,674,Medellín,Laura Toro
5683,ACH43,Kalley,1018,Envigado,Camila Builes
9142,ACH01,Kalley,468,Envigado,Gandalf Toro
160,ACH22,Haceb,142,Sabaneta,Gandalf Toro
1794,ACH22,Kalley,368,Envigado,Gandalf Toro
9188,ACH22,Haceb,1257,Barbosa,Camila Builes
7114,ACH43,Kalley,1006,Barbosa,Dante Builes
935,ACH43,Kalley,644,Medellín,Dante Builes
1010,ACH22,Sony,1284,Medellín,Camila Builes
6606,ACH22,Kalley,1207,Envigado,Yiyo Builes
4573,ACH22,Sony,1085,Envigado,Gandalf Toro
4292,ACH01,Haceb,186,Barbosa,Laura Toro
3547,ACH01,Sony,436,Sabaneta,Gandalf Toro
8328,ACH01,Sony,333,Sabaneta,Gandalf Toro
8427,ACH22,Sony,375,Sabaneta,Gandalf Toro
1672,ACH22,Sony,1412,Sabaneta,Camila Builes
5426,ACH01,Kalley,140,Medellín,Yiyo Builes
8029,ACH01,Haceb,766,Medellín,Camila Builes
2021,ACH22,Haceb,1662,Itagui,Yiyo Builes
6059,ACH01,Haceb,1666,Envigado,Camila Builes
8340,ACH43,Sony,1513,Medellín,Gandalf Toro
4188,ACH01,Sony,853,Envigado,Camila Builes
6872,ACH01,Sony,1545,Medellín,Yiyo Builes
3643,ACH43,Kalley,364,Envigado,Dante Builes
8127,ACH01,Kalley,752,Envigado,Yiyo Builes
3539,ACH43,Kalley,1887,Sabaneta,Gandalf Toro
5408,ACH43,Haceb,476,Medellín,Laura Toro
6590,ACH22,Haceb,1961,Barbosa,Yiyo Builes
7668,ACH01,Kalley,140,Barbosa,Camila Builes
6728,ACH43,Haceb,1945,Envigado,Yiyo Builes
3601,ACH22,Kalley,1757,Medellín,Dante Builes
5899,ACH22,Kalley,484,Sabaneta,Camila Builes
6286,ACH01,Kalley,356,Envigado,Gandalf Toro
1928,ACH22,Haceb,1512,Medellín,Dante Builes
968,ACH43,Kalley,157,Itagui,Dante Builes
7511,ACH01,Kalley,1656,Envigado,Camila Builes
2613,ACH01,Kalley,763,Sabaneta,Gandalf Toro
5583,ACH01,Sony,1799,Sabaneta,Camila Builes
6983,ACH43,Kalley,833,Medellín,Gandalf Toro
3006,ACH22,Haceb,1797,Medellín,Camila Builes
4603,ACH22,Kalley,1930,Barbosa,Camila Builes
3045,ACH01,Haceb,1546,Barbosa,Laura Toro
9396,ACH01,Sony,805,Sabaneta,Camila Builes
2010,ACH43,Haceb,1768,Sabaneta,Yiyo Builes
8188,ACH22,Kalley,534,Barbosa,Yiyo Builes
9264,ACH01,Kalley,1425,Itagui,Laura Toro
6537,ACH22,Kalley,1814,Sabaneta,Yiyo Builes
9300,ACH22,Sony,880,Sabaneta,Laura Toro
5481,ACH01,Kalley,1911,Itagui,Yiyo Builes
9946,ACH43,Sony,1450,Barbosa,Camila Builes
1924,ACH22,Sony,1763,Medellín,Camila Builes
3017,ACH01,Sony,1807,Itagui,Camila Builes
9194,ACH01,Haceb,360,Envigado,Dante Builes
5874,ACH01,Kalley,764,Barbosa,Laura Toro
150,ACH01,Kalley,290,Medellín,Laura Toro
6208,ACH22,Kalley,449,Medellín,Gandalf Toro
901,ACH22,Kalley,1017,Medellín,Yiyo Builes
5532,ACH22,Sony,555,Itagui,Gandalf Toro
7587,ACH01,Sony,1544,Sabaneta,Laura Toro
9114,ACH22,Sony,1610,Medellín,Camila Builes
7507,ACH22,Kalley,1808,Sabaneta,Gandalf Toro
5339,ACH22,Sony,1956,Barbosa,Laura Toro
3440,ACH43,Haceb,1985,Barbosa,Laura Toro
8632,ACH22,Sony,1516,Sabaneta,Laura Toro
2436,ACH43,Kalley,1123,Envigado,Dante Builes
7333,ACH43,Haceb,1427,Medellín,Camila Builes
4903,ACH01,Kalley,1527,Envigado,Gandalf Toro
4788,ACH43,Kalley,371,Sabaneta,Camila Builes
2251,ACH22,Haceb,1086,Barbosa,Laura Toro
5462,ACH43,Sony,911,Itagui,Yiyo Builes
3335,ACH43,Haceb,1151,Sabaneta,Camila Builes
9262,ACH22,Haceb,242,Sabaneta,Laura Toro
3780,ACH01,Kalley,1902,Itagui,Laura Toro
4609,ACH22,Haceb,1454,Itagui,Yiyo Builes
7069,ACH22,Haceb,244,Itagui,Yiyo Builes
5249,ACH01,Haceb,1302,Itagui,Laura Toro
2655,ACH01,Haceb,1687,Barbosa,Gandalf Toro
4536,ACH43,Sony,889,Itagui,Laura Toro
9313,ACH01,Haceb,1403,Sabaneta,Camila Builes
5844,ACH01,Kalley,1691,Barbosa,Dante Builes
4143,ACH01,Haceb,1384,Sabaneta,Dante Builes
9329,ACH22,Sony,1404,Itagui,Dante Builes
1670,ACH43,Haceb,668,Itagui,Camila Builes
4669,ACH22,Kalley,921,Itagui,Gandalf Toro
1882,ACH22,Kalley,1513,Sabaneta,Camila Builes
6585,ACH22,Sony,1877,Itagui,Dante Builes
1805,ACH22,Haceb,1446,Barbosa,Gandalf Toro
2570,ACH01,Sony,415,Envigado,Camila Builes
568,ACH01,Sony,1419,Itagui,Camila Builes
1380,ACH43,Kalley,1944,Envigado,Gandalf Toro
9604,ACH01,Kalley,1462,Sabaneta,Dante Builes
602,ACH01,Haceb,258,Envigado,Gandalf Toro
3510,ACH43,Sony,439,Itagui,Dante Builes
3527,ACH01,Kalley,358,Envigado,Yiyo Builes
9294,ACH43,Haceb,918,Barbosa,Dante Builes
6410,ACH01,Haceb,1199,Barbosa,Dante Builes
1437,ACH22,Kalley,608,Medellín,Camila Builes
7669,ACH01,Sony,1753,Sabaneta,Camila Builes
5250,ACH01,Haceb,1052,Sabaneta,Yiyo Builes
8070,ACH22,Haceb,615,Medellín,Yiyo Builes
8964,ACH01,Sony,466,Sabaneta,Gandalf Toro
77,ACH01,Kalley,1122,Medellín,Dante Builes
6004,ACH43,Sony,1512,Barbosa,Camila Builes
9889,ACH01,Sony,1760,Sabaneta,Camila Builes
1512,ACH01,Kalley,787,Envigado,Laura Toro
9900,ACH01,Haceb,1185,Barbosa,Yiyo Builes
1954,ACH22,Haceb,1397,Sabaneta,Camila Builes
2497,ACH01,Haceb,929,Barbosa,Yiyo Builes
8582,ACH22,Sony,1739,Itagui,Laura Toro
790,ACH22,Kalley,1642,Barbosa,Yiyo Builes
1922,ACH43,Sony,213,Barbosa,Yiyo Builes
8060,ACH43,Sony,1457,Itagui,Gandalf Toro
4194,ACH22,Kalley,879,Barbosa,Laura Toro
7948,ACH43,Haceb,813,Itagui,Yiyo Builes
6862,ACH22,Haceb,828,Envigado,Dante Builes
825,ACH43,Haceb,1711,Medellín,Laura Toro
5766,ACH43,Sony,1307,Itagui,Gandalf Toro
9611,ACH22,Haceb,433,Envigado,Laura Toro
3639,ACH43,Sony,1121,Barbosa,Yiyo Builes
4318,ACH22,Haceb,1556,Sabaneta,Gandalf Toro
5801,ACH01,Kalley,432,Barbosa,Laura Toro
3439,ACH43,Sony,1664,Envigado,Camila Builes
6427,ACH43,Sony,238,Itagui,Dante Builes
4941,ACH01,Sony,783,Barbosa,Gandalf Toro
387,ACH22,Haceb,1642,Envigado,Dante Builes
5842,ACH43,Sony,1105,Itagui,Laura Toro
2974,ACH43,Kalley,426,Barbosa,Dante Builes
3968,ACH43,Haceb,896,Itagui,Yiyo Builes
7110,ACH43,Kalley,1850,Envigado,Dante Builes
7963,ACH01,Haceb,810,Itagui,Camila Builes
4354,ACH22,Sony,553,Sabaneta,Yiyo Builes
3765,ACH43,Haceb,1343,Barbosa,Laura Toro
668,ACH43,Kalley,731,Medellín,Dante Builes
5010,ACH43,Kalley,1210,Envigado,Camila Builes
3312,ACH01,Haceb,1832,Envigado,Gandalf Toro
831,ACH01,Sony,662,Barbosa,Gandalf Toro
2660,ACH22,Kalley,207,Envigado,Gandalf Toro
2531,ACH22,Sony,763,Medellín,Dante Builes
2176,ACH22,Kalley,770,Envigado,Dante Builes
8612,ACH43,Sony,1866,Itagui,Laura Toro
6403,ACH43,Kalley,1266,Itagui,Laura Toro
8208,ACH43,Haceb,686,Sabaneta,Yiyo Builes
5525,ACH01,Sony,345,Sabaneta,Gandalf Toro
9424,ACH01,Kalley,1766,Barbosa,Gandalf Toro
5576,ACH22,Sony,1872,Sabaneta,Camila Builes
4106,ACH43,Kalley,561,Medellín,Dante Builes
8674,ACH22,Sony,155,Medellín,Gandalf Toro
5780,ACH22,Sony,1041,Itagui,Yiyo Builes
2388,ACH01,Haceb,900,Barbosa,Dante Builes
2941,ACH43,Haceb,102,Envigado,Camila Builes
2461,ACH43,Kalley,943,Itagui,Dante Builes
6770,ACH01,Haceb,990,Medellín,Camila Builes
6847,ACH43,Haceb,143,Barbosa,Yiyo Builes
8514,ACH01,Sony,602,Itagui,Camila Builes
3276,ACH01,Sony,1522,Barbosa,Gandalf Toro
960,ACH01,Sony,796,Barbosa,Gandalf Toro
9723,ACH43,Haceb,1271,Medellín,Camila Builes
9261,ACH43,Kalley,1857,Envigado,Gandalf Toro
3259,ACH22,Haceb,368,Envigado,Yiyo Builes
1774,ACH22,Haceb,1997,Sabaneta,Camila Builes
4772,ACH01,Kalley,1518,Medellín,Gandalf Toro
1736,ACH22,Haceb,846,Envigado,Gandalf Toro
7149,ACH43,Kalley,194,Envigado,Yiyo Builes
5752,ACH01,Haceb,806,Sabaneta,Camila Builes
9570,ACH43,Sony,947,Barbosa,Gandalf Toro
2303,ACH22,Kalley,1399,Sabaneta,Dante Builes
4785,ACH43,Haceb,1369,Sabaneta,Yiyo Builes
6067,ACH22,Sony,1681,Itagui,Yiyo Builes
6656,ACH43,Kalley,1614,Medellín,Gandalf Toro
5254,ACH01,Haceb,1229,Medellín,Laura Toro
559,ACH43,Sony,995,Barbosa,Camila Builes
4818,ACH22,Haceb,170,Barbosa,Dante Builes
7314,ACH43,Haceb,316,Envigado,Camila Builes
1073,ACH43,Kalley,1010,Sabaneta,Laura Toro
5433,ACH43,Kalley,1430,Medellín,Laura Toro
6289,ACH22,Kalley,1379,Barbosa,Dante Builes
8225,ACH22,Haceb,425,Envigado,Camila Builes
3558,ACH22,Sony,827,Itagui,Dante Builes
4297,ACH22,Kalley,1674,Medellín,Dante Builes
8855,ACH43,Kalley,1155,Itagui,Yiyo Builes
8715,ACH01,Kalley,1194,Itagui,Dante Builes
9730,ACH43,Sony,681,Sabaneta,Gandalf Toro
2614,ACH43,Sony,308,Barbosa,Laura Toro
5861,ACH43,Kalley,1779,Envigado,Laura Toro
7286,ACH22,Sony,811,Barbosa,Dante Builes
8879,ACH43,Kalley,1348,Sabaneta,Yiyo Builes
1242,ACH01,Kalley,966,Medellín,Camila Builes
754,ACH01,Sony,1066,Barbosa,Camila Builes
8329,ACH22,Sony,1524,Medellín,Camila Builes
2805,ACH43,Kalley,650,Medellín,Laura Toro
4068,ACH01,Kalley,1605,Sabaneta,Camila Builes
327,ACH22,Kalley,882,Sabaneta,Camila Builes
1975,ACH43,Haceb,1634,Medellín,Yiyo Builes
3429,ACH01,Haceb,833,Itagui,Yiyo Builes
6433,ACH43,Haceb,510,Medellín,Laura Toro
5822,ACH01,Sony,894,Sabaneta,Dante Builes
3041,ACH01,Sony,380,Sabaneta,Camila Builes
6760,ACH01,Haceb,449,Sabaneta,Dante Builes
4401,ACH43,Haceb,1382,Medellín,Yiyo Builes
1246,ACH22,Sony,1261,Barbosa,Dante Builes
1470,ACH43,Kalley,1031,Barbosa,Yiyo Builes
7971,ACH43,Haceb,313,Barbosa,Dante Builes
2706,ACH22,Kalley,376,Medellín,Gandalf Toro
6941,ACH22,Haceb,315,Itagui,Yiyo Builes
